Title,Desc,Type,BodyPart,Equipment,Level,text
Treadmill walking,"Treadmill walking is a popular cardiovascular exercise performed on a machine that is available in most gyms. Performing this exercise on a treadmill allows you to adjust the speed of your walking and, depending on the machine, perform it on an adjustable incline. Many machines also have built-in heart rate monitors and timers to help you track your progress.",Cardio,Quadriceps,Body Only,Intermediate,"Treadmill walking Treadmill walking is a popular cardiovascular exercise performed on a machine that is available in most gyms. Performing this exercise on a treadmill allows you to adjust the speed of your walking and, depending on the machine, perform it on an adjustable incline. Many machines also have built-in heart rate monitors and timers to help you track your progress."
Rocket Jump,The rocket jump is an explosive plyometric exercise targeting the lower body. Crouching low and exploding straight up with arms overhead builds maximum vertical leap power and fast-twitch muscle response. It is usually performed for low reps in athletic conditioning.,Plyometrics,Quadriceps,Body Only,Beginner,Rocket Jump The rocket jump is an explosive plyometric exercise targeting the lower body. Crouching low and exploding straight up with arms overhead builds maximum vertical leap power and fast-twitch muscle response. It is usually performed for low reps in athletic conditioning.
Depth jump box jump,"The depth jump box jump is a plyometric exercise that entails jumping off one box, dropping into a squat, and then jumping up onto another box. These are all performed fluidly to complete one rep. Depth jumps have been a staple of high-level athletic programming for decades. They are usually performed for low reps with a focus on power and technique. If they hurt your knees or back, consider performing box jumps or squat jumps instead.",Plyometrics,Quadriceps,Body Only,Intermediate,"Depth jump box jump The depth jump box jump is a plyometric exercise that entails jumping off one box, dropping into a squat, and then jumping up onto another box. These are all performed fluidly to complete one rep. Depth jumps have been a staple of high-level athletic programming for decades. They are usually performed for low reps with a focus on power and technique. If they hurt your knees or back, consider performing box jumps or squat jumps instead."
Bodyweight Walking Lunge,"The walking lunge is a lower-body exercise that targets the glutes, quads, and hamstrings while challenging stability and balance. It can be performed for reps, time, or distance in the lower-body portion of any workout.",Strength,Quadriceps,Body Only,Intermediate,"Bodyweight Walking Lunge The walking lunge is a lower-body exercise that targets the glutes, quads, and hamstrings while challenging stability and balance. It can be performed for reps, time, or distance in the lower-body portion of any workout."
Walking High Knees,The walking high knees is a dynamic mobility drill targeting the hip flexors and lower core. Actively driving the knee to the chest with each step warms up the lower body and prepares the hips for sprinting or heavy lifting. It is usually performed for distance in warm-ups.,Cardio,Quadriceps,Body Only,Intermediate,Walking High Knees The walking high knees is a dynamic mobility drill targeting the hip flexors and lower core. Actively driving the knee to the chest with each step warms up the lower body and prepares the hips for sprinting or heavy lifting. It is usually performed for distance in warm-ups.
Lateral lunge,"The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts.",Strength,Quadriceps,Body Only,Intermediate,"Lateral lunge The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts."
Jump Squat,"The jump squat is an explosive bodyweight exercise targeting the quads, hamstrings, and glutes. It is also a serious cardiovascular challenge when done for reps. It can be performed as a power exercise to build jumping power, or in any fat-loss or athleticism-focused workout.",Plyometrics,Quadriceps,Body Only,Intermediate,"Jump Squat The jump squat is an explosive bodyweight exercise targeting the quads, hamstrings, and glutes. It is also a serious cardiovascular challenge when done for reps. It can be performed as a power exercise to build jumping power, or in any fat-loss or athleticism-focused workout."
Over bench jump,The over bench jump is a plyometric exercise requiring only a weight bench to perform. It improves jumping ability and athleticism while burning a lot of calories.,Plyometrics,Quadriceps,Body Only,Intermediate,Over bench jump The over bench jump is a plyometric exercise requiring only a weight bench to perform. It improves jumping ability and athleticism while burning a lot of calories.
Split Jump,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout.",Plyometrics,Quadriceps,Body Only,Intermediate,"Split Jump The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout."
90-degree jump squat,"The 90-degree jump squat is an explosive bodyweight exercise that targets the muscles of the lower body, including the quads, glutes, and hamstrings, as well as the cardiovascular system. It can be performed for time or reps, usually in a fat-loss or athleticism-focused circuit workout.",Plyometrics,Quadriceps,Body Only,Intermediate,"90-degree jump squat The 90-degree jump squat is an explosive bodyweight exercise that targets the muscles of the lower body, including the quads, glutes, and hamstrings, as well as the cardiovascular system. It can be performed for time or reps, usually in a fat-loss or athleticism-focused circuit workout."
Skip,"The skip is an exercise that builds power and explosiveness in the legs. It's commonly performed by children and in gym classes, but is also great for working the legs and hip flexors, making it a favorite warm-up for athletes who need to explode vertically.",Plyometrics,Quadriceps,Body Only,Intermediate,"Skip The skip is an exercise that builds power and explosiveness in the legs. It's commonly performed by children and in gym classes, but is also great for working the legs and hip flexors, making it a favorite warm-up for athletes who need to explode vertically."
Kneeling hip flexor stretch,"The kneeling hip flexor stretch is a stretch targeting greater flexibility in the front side of the hips. It targets a chronically tight muscle group and is often performed as part of a dynamic warm-up, a cool-down, or as recovery work after training.",Stretching,Quadriceps,Body Only,Intermediate,"Kneeling hip flexor stretch The kneeling hip flexor stretch is a stretch targeting greater flexibility in the front side of the hips. It targets a chronically tight muscle group and is often performed as part of a dynamic warm-up, a cool-down, or as recovery work after training."
Iron Crosses (stretch),"The iron cross is a dynamic mobility exercise targeting the lower back, glutes, and hamstrings. Lying on the back and swinging one leg across the body to the opposite hand deeply stretches the posterior chain and spinal rotators. It is typically performed for moderate reps.",Stretching,Quadriceps,Body Only,Intermediate,"Iron Crosses (stretch) The iron cross is a dynamic mobility exercise targeting the lower back, glutes, and hamstrings. Lying on the back and swinging one leg across the body to the opposite hand deeply stretches the posterior chain and spinal rotators. It is typically performed for moderate reps."
All Fours Quad Stretch,The all fours quad stretch is a flexibility exercise targeting the front of the thigh. Reaching back to pull the heel to the glute while on hands and knees safely stretches the quadriceps without requiring much balance. It is typically performed for time holds post-workout.,Stretching,Quadriceps,Body Only,Beginner,All Fours Quad Stretch The all fours quad stretch is a flexibility exercise targeting the front of the thigh. Reaching back to pull the heel to the glute while on hands and knees safely stretches the quadriceps without requiring much balance. It is typically performed for time holds post-workout.
Lying quad stretch with band,"The lying quad stretch with band is a simple way to stretch a chronically tight muscle group of the lower body. It is common in stretching and yoga classes but can also be performed individually as part of a warm-up, paired with movements in a workout, or as part of a cool-down or recovery strategy.",Stretching,Quadriceps,Body Only,Intermediate,"Lying quad stretch with band The lying quad stretch with band is a simple way to stretch a chronically tight muscle group of the lower body. It is common in stretching and yoga classes but can also be performed individually as part of a warm-up, paired with movements in a workout, or as part of a cool-down or recovery strategy."
One Half Locust,The one half locust is a yoga-inspired mobility exercise targeting the lower back and glutes. Lying face down and lifting one straight leg upward strengthens the erector spinae and improves posterior chain extension. It is usually performed for time holds in a recovery routine.,Stretching,Quadriceps,Body Only,Intermediate,One Half Locust The one half locust is a yoga-inspired mobility exercise targeting the lower back and glutes. Lying face down and lifting one straight leg upward strengthens the erector spinae and improves posterior chain extension. It is usually performed for time holds in a recovery routine.
Standing Hip Flexors,The standing hip flexor stretch is a foundational mobility exercise targeting the front of the hips. Tucking the pelvis and leaning slightly backward in a staggered stance relieves the tightness caused by prolonged sitting or heavy squatting. It is typically performed for time holds.,Stretching,Quadriceps,Body Only,Intermediate,Standing Hip Flexors The standing hip flexor stretch is a foundational mobility exercise targeting the front of the hips. Tucking the pelvis and leaning slightly backward in a staggered stance relieves the tightness caused by prolonged sitting or heavy squatting. It is typically performed for time holds.
Looking At Ceiling,The looking at ceiling stretch is a gentle mobility exercise targeting the anterior neck and cervical spine. Extending the head backward safely stretches the anterior neck muscles and improves posture. It is typically performed for time holds.,Stretching,Quadriceps,Body Only,Intermediate,Looking At Ceiling The looking at ceiling stretch is a gentle mobility exercise targeting the anterior neck and cervical spine. Extending the head backward safely stretches the anterior neck muscles and improves posture. It is typically performed for time holds.
Rear Leg Raises,The rear leg raise is an isolation exercise targeting the gluteus maximus. Extending the leg straight back against gravity or resistance builds shape and strength in the upper glute. It is usually performed for moderate to high reps in glute circuits.,Stretching,Quadriceps,Body Only,Beginner,Rear Leg Raises The rear leg raise is an isolation exercise targeting the gluteus maximus. Extending the leg straight back against gravity or resistance builds shape and strength in the upper glute. It is usually performed for moderate to high reps in glute circuits.
On Your Side Quad Stretch,The on your side quad stretch is a flexibility exercise targeting the quadriceps and hip flexors. Lying on the side and pulling the heel to the glutes provides a deep stretch without requiring balance. It is typically performed for time holds post-workout.,Stretching,Quadriceps,Body Only,Intermediate,On Your Side Quad Stretch The on your side quad stretch is a flexibility exercise targeting the quadriceps and hip flexors. Lying on the side and pulling the heel to the glutes provides a deep stretch without requiring balance. It is typically performed for time holds post-workout.
On-Your-Back Quad Stretch,The on-your-back quad stretch is a restorative flexibility exercise targeting the quadriceps. Lying on the back with the knees bent backward deeply stretches the front of the legs. It is typically performed for time holds during recovery routines.,Stretching,Quadriceps,Body Only,Intermediate,On-Your-Back Quad Stretch The on-your-back quad stretch is a restorative flexibility exercise targeting the quadriceps. Lying on the back with the knees bent backward deeply stretches the front of the legs. It is typically performed for time holds during recovery routines.
Standing Elevated Quad Stretch,The standing elevated quad stretch is a mobility exercise targeting the quadriceps and hip flexors. Elevating the back foot on a bench allows for a deeper stretch in the anterior chain while challenging balance. It is typically performed for time holds.,Stretching,Quadriceps,Body Only,Intermediate,Standing Elevated Quad Stretch The standing elevated quad stretch is a mobility exercise targeting the quadriceps and hip flexors. Elevating the back foot on a bench allows for a deeper stretch in the anterior chain while challenging balance. It is typically performed for time holds.
Thigh killa,"The thigh killa is a challenging lower-body bodyweight exercise that builds muscular endurance with a series of hops and bodyweight squats. It can be performed for time or reps, usually in a circuit workout or as a lower-body finisher.",Strength,Quadriceps,Body Only,Intermediate,"Thigh killa The thigh killa is a challenging lower-body bodyweight exercise that builds muscular endurance with a series of hops and bodyweight squats. It can be performed for time or reps, usually in a circuit workout or as a lower-body finisher."
Southpaw sprawl,"The southpaw sprawl is a full-body movement that combines elements of a single-arm plank and a sprawl. It also has a rotational component, with a jumping leg-cross and torso twist in a single-arm plank position. It is a challenging move that trains balance, core strength, and many muscle groups, making it work well in a time-efficient bodyweight circuit workout.",Plyometrics,Quadriceps,Body Only,Intermediate,"Southpaw sprawl The southpaw sprawl is a full-body movement that combines elements of a single-arm plank and a sprawl. It also has a rotational component, with a jumping leg-cross and torso twist in a single-arm plank position. It is a challenging move that trains balance, core strength, and many muscle groups, making it work well in a time-efficient bodyweight circuit workout."
Stride Jump Crossover,The stride jump crossover is a plyometric exercise targeting the lower body and agility. Jumping and crossing the legs builds fast-twitch muscle response and lateral coordination. It is usually performed for time or moderate reps in athletic conditioning.,Plyometrics,Quadriceps,Body Only,Intermediate,Stride Jump Crossover The stride jump crossover is a plyometric exercise targeting the lower body and agility. Jumping and crossing the legs builds fast-twitch muscle response and lateral coordination. It is usually performed for time or moderate reps in athletic conditioning.
Side Standing Long Jump,The side standing long jump is an explosive plyometric exercise targeting lateral power. Jumping sideways as far as possible heavily recruits the abductors and glutes to build frontal-plane strength. It is usually performed for low reps in speed training.,Plyometrics,Quadriceps,Body Only,Intermediate,Side Standing Long Jump The side standing long jump is an explosive plyometric exercise targeting lateral power. Jumping sideways as far as possible heavily recruits the abductors and glutes to build frontal-plane strength. It is usually performed for low reps in speed training.
Wall squat,"The wall squat is a bodyweight exercise targeting the quadriceps, as well as other muscles in the lower body and core. The lifter's back is flat against a wall, and the back slides down and up the wall during each rep. If you don't have a smooth wall to slide on, the exercise can also be performed with an exercise ball between the back and the wall.",Strength,Quadriceps,Body Only,Intermediate,"Wall squat The wall squat is a bodyweight exercise targeting the quadriceps, as well as other muscles in the lower body and core. The lifter's back is flat against a wall, and the back slides down and up the wall during each rep. If you don't have a smooth wall to slide on, the exercise can also be performed with an exercise ball between the back and the wall."
Slide Jump Shot,The slide jump shot is a cardiovascular and agility drill targeting the lower body. Mimicking a basketball defensive slide into a jump shot builds athletic endurance and fast-twitch power. It is typically performed for time in metabolic circuits.,Plyometrics,Quadriceps,Body Only,Beginner,Slide Jump Shot The slide jump shot is a cardiovascular and agility drill targeting the lower body. Mimicking a basketball defensive slide into a jump shot builds athletic endurance and fast-twitch power. It is typically performed for time in metabolic circuits.
Sprawl frog kick,"The sprawl frog kick is an explosive bodyweight exercise that targets multiple muscle groups across the upper and lower body. It is similar to a traditional sprawl, but with an extra hop in the middle of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Plyometrics,Quadriceps,Body Only,Intermediate,"Sprawl frog kick The sprawl frog kick is an explosive bodyweight exercise that targets multiple muscle groups across the upper and lower body. It is similar to a traditional sprawl, but with an extra hop in the middle of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout."
Lateral Speed Step,The lateral speed step is an agility exercise targeting footwork and cardiovascular endurance. Moving laterally with rapid foot speed builds coordination and elevates the heart rate. It is typically performed for time in athletic warm-ups.,Cardio,Quadriceps,Body Only,Intermediate,Lateral Speed Step The lateral speed step is an agility exercise targeting footwork and cardiovascular endurance. Moving laterally with rapid foot speed builds coordination and elevates the heart rate. It is typically performed for time in athletic warm-ups.
Side Hop-Sprint,The side hop-sprint is a hybrid conditioning drill targeting agility and acceleration. Hopping laterally and immediately bursting into a sprint mimics athletic field movements and builds explosive speed. It is usually performed for low reps or distance.,Plyometrics,Quadriceps,Body Only,Intermediate,Side Hop-Sprint The side hop-sprint is a hybrid conditioning drill targeting agility and acceleration. Hopping laterally and immediately bursting into a sprint mimics athletic field movements and builds explosive speed. It is usually performed for low reps or distance.
Pop squat,"The pop squat is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It is similar to a jump squat, but alternates between a narrow and wide stance with each jump. It can be performed for time or reps in power training and is also effective in any fat-loss or athleticism-focused workout.",Plyometrics,Quadriceps,Body Only,Intermediate,"Pop squat The pop squat is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It is similar to a jump squat, but alternates between a narrow and wide stance with each jump. It can be performed for time or reps in power training and is also effective in any fat-loss or athleticism-focused workout."
Star Jump,The star jump is an explosive plyometric exercise targeting the full body. Jumping in the air and spreading the limbs wide builds massive cardiovascular stamina and fast-twitch muscle power. It is usually performed for moderate reps in high-intensity workouts.,Plyometrics,Quadriceps,Body Only,Beginner,Star Jump The star jump is an explosive plyometric exercise targeting the full body. Jumping in the air and spreading the limbs wide builds massive cardiovascular stamina and fast-twitch muscle power. It is usually performed for moderate reps in high-intensity workouts.
Side Lunge Touching Heel,"The side lunge cross-body heel-touch is a lower-body exercise targeting the quads, glutes, and hamstrings. The heel-touch adds a slight rotational challenge.",Strength,Quadriceps,Body Only,Intermediate,"Side Lunge Touching Heel The side lunge cross-body heel-touch is a lower-body exercise targeting the quads, glutes, and hamstrings. The heel-touch adds a slight rotational challenge."
Lying Prone Quadriceps,The lying prone quadriceps stretch is a flexibility exercise targeting the front of the thigh. Lying face down and pulling the heel to the glute provides a deep stretch while keeping the spine safely neutral. It is typically performed for time holds.,Stretching,Quadriceps,Body Only,Beginner,Lying Prone Quadriceps The lying prone quadriceps stretch is a flexibility exercise targeting the front of the thigh. Lying face down and pulling the heel to the glute provides a deep stretch while keeping the spine safely neutral. It is typically performed for time holds.
Fast Kick With Arm Circles,The fast kick with arm circles is a dynamic warm-up exercise targeting total-body mobility. Kicking the legs while circling the arms actively elevates the heart rate and lubricates the shoulder and hip joints. It is typically performed for time.,Cardio,Quadriceps,Body Only,Beginner,Fast Kick With Arm Circles The fast kick with arm circles is a dynamic warm-up exercise targeting total-body mobility. Kicking the legs while circling the arms actively elevates the heart rate and lubricates the shoulder and hip joints. It is typically performed for time.
Single-leg box squat,"The single-leg box squat is a bodyweight exercise that targets the muscles of the lower body, including the quads, glutes, and hamstrings. It is similar in form to a pistol squat, except that you sit to a box. This allows you to customize the depth of the movement to your movement abilities and mobility level. For this reason, the single-leg box squat is a popular movement for building leg strength in beginning trainees. It can be performed in lower strength-focused rep ranges, such as 5-8 reps per leg, or for higher reps for muscle building.",Strength,Quadriceps,Body Only,Intermediate,"Single-leg box squat The single-leg box squat is a bodyweight exercise that targets the muscles of the lower body, including the quads, glutes, and hamstrings. It is similar in form to a pistol squat, except that you sit to a box. This allows you to customize the depth of the movement to your movement abilities and mobility level. For this reason, the single-leg box squat is a popular movement for building leg strength in beginning trainees. It can be performed in lower strength-focused rep ranges, such as 5-8 reps per leg, or for higher reps for muscle building."
Defensive Slide,The defensive slide is an agility and lower-body endurance exercise. Staying low in a squat stance and sliding laterally builds serious isometric strength in the quads and glutes. It is usually performed for time or distance in sports conditioning.,Cardio,Quadriceps,Body Only,Beginner,Defensive Slide The defensive slide is an agility and lower-body endurance exercise. Staying low in a squat stance and sliding laterally builds serious isometric strength in the quads and glutes. It is usually performed for time or distance in sports conditioning.
Quick Leap,The quick leap is a plyometric agility drill targeting the lower body. Rapidly leaping forward builds fast-twitch muscle response and improves athletic bounding and coordination. It is usually performed for low reps or distance in speed training.,Plyometrics,Quadriceps,Body Only,Intermediate,Quick Leap The quick leap is a plyometric agility drill targeting the lower body. Rapidly leaping forward builds fast-twitch muscle response and improves athletic bounding and coordination. It is usually performed for low reps or distance in speed training.
Vertical Mountain Climber,"The vertical mountain climber is a dynamic cardiovascular exercise targeting the full body. Reaching upward while driving the knees high simulates climbing, rapidly elevating the heart rate and taxing the core. It is typically performed for time.",Cardio,Quadriceps,Body Only,Beginner,"Vertical Mountain Climber The vertical mountain climber is a dynamic cardiovascular exercise targeting the full body. Reaching upward while driving the knees high simulates climbing, rapidly elevating the heart rate and taxing the core. It is typically performed for time."
Reverse Burpee,The reverse burpee is an advanced core and full-body agility exercise. Rolling backward onto the shoulders and exploding up into a jump demands elite mobility and momentum control. It is usually performed for moderate reps in advanced conditioning.,Plyometrics,Quadriceps,Body Only,Beginner,Reverse Burpee The reverse burpee is an advanced core and full-body agility exercise. Rolling backward onto the shoulders and exploding up into a jump demands elite mobility and momentum control. It is usually performed for moderate reps in advanced conditioning.
Football Up-Down,The football up-down is a brutal cardiovascular and agility drill. Chopping the feet and dropping rapidly to the floor builds elite fast-twitch response and metabolic endurance. It is typically performed for time in high-intensity athletic circuits.,Cardio,Quadriceps,Body Only,Beginner,Football Up-Down The football up-down is a brutal cardiovascular and agility drill. Chopping the feet and dropping rapidly to the floor builds elite fast-twitch response and metabolic endurance. It is typically performed for time in high-intensity athletic circuits.
Jump lunge heel kick,"The jump lunge heel kick is a high-intensity, full-body exercise targeting the quads, glutes, and hamstrings. It combines a jump lunge with a standing hamstring stretch in a unique combo that also challenges balance. It can be performed for time or reps as part of a fat-loss or athleticism-focused circuit or workout.",Plyometrics,Quadriceps,Body Only,Intermediate,"Jump lunge heel kick The jump lunge heel kick is a high-intensity, full-body exercise targeting the quads, glutes, and hamstrings. It combines a jump lunge with a standing hamstring stretch in a unique combo that also challenges balance. It can be performed for time or reps as part of a fat-loss or athleticism-focused circuit or workout."
Burpee box jump,"The burpee box jump is an explosive bodyweight exercise that combines a burpee with a leap onto a box or step. First, you perform a traditional burpee, and then instead of jumping into the air, you jump onto a box. This makes you focus on power generation in the jump, making each rep more challenging. Burpee box jumps are often performed for high reps as part of metabolic conditioning circuits or workouts.",Plyometrics,Quadriceps,Body Only,Intermediate,"Burpee box jump The burpee box jump is an explosive bodyweight exercise that combines a burpee with a leap onto a box or step. First, you perform a traditional burpee, and then instead of jumping into the air, you jump onto a box. This makes you focus on power generation in the jump, making each rep more challenging. Burpee box jumps are often performed for high reps as part of metabolic conditioning circuits or workouts."
Linear Depth Jump,The linear depth jump is a plyometric exercise targeting reactive lower-body power. Stepping off a box and immediately bounding forward trains the nervous system for explosive speed and shock absorption. It is usually performed for low reps.,Plyometrics,Quadriceps,Body Only,Intermediate,Linear Depth Jump The linear depth jump is a plyometric exercise targeting reactive lower-body power. Stepping off a box and immediately bounding forward trains the nervous system for explosive speed and shock absorption. It is usually performed for low reps.
Slow Jog,The slow jog is a low-impact cardiovascular exercise. Jogging at a relaxed pace serves as an excellent active recovery tool or a foundational aerobic warm-up for the lower body. It is typically performed for distance or time in cardio sessions.,Cardio,Quadriceps,Body Only,Beginner,Slow Jog The slow jog is a low-impact cardiovascular exercise. Jogging at a relaxed pace serves as an excellent active recovery tool or a foundational aerobic warm-up for the lower body. It is typically performed for distance or time in cardio sessions.
High knees,"High knees is a full-body, cardio-based exercise with an emphasis on the lower body. It is often performed for reps or time as part of a dynamic warm-up.",Cardio,Quadriceps,Body Only,Intermediate,"High knees High knees is a full-body, cardio-based exercise with an emphasis on the lower body. It is often performed for reps or time as part of a dynamic warm-up."
Jumping Jack,"The jumping jack is a classic calisthenics exercise to improve overall conditioning. It’s one the most recognizable exercises on the planet, and it’s almost synonymous with training for military recruits. It can be done for time or reps, often in dynamic warm-ups or to mobilize the hips and shoulders.",Cardio,Quadriceps,Body Only,Intermediate,"Jumping Jack The jumping jack is a classic calisthenics exercise to improve overall conditioning. It’s one the most recognizable exercises on the planet, and it’s almost synonymous with training for military recruits. It can be done for time or reps, often in dynamic warm-ups or to mobilize the hips and shoulders."
Square Hop,The square hop is an agility and plyometric drill targeting the lower legs. Hopping in a square pattern builds multidirectional ankle stability and fast-twitch muscle coordination. It is typically performed for time in athletic conditioning.,Plyometrics,Quadriceps,Body Only,Beginner,Square Hop The square hop is an agility and plyometric drill targeting the lower legs. Hopping in a square pattern builds multidirectional ankle stability and fast-twitch muscle coordination. It is typically performed for time in athletic conditioning.
Running lunge,"The running lunge is a dynamic exercise that targets the lower body. It combines elements of a reverse lunge with a step-up, in that the front leg fully extends and the rear leg flexes up in front of the body. It targets a wide range of muscles in the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in any lower-body workout, or in a fat-loss or athleticism-focused circuit.",Plyometrics,Quadriceps,Body Only,Intermediate,"Running lunge The running lunge is a dynamic exercise that targets the lower body. It combines elements of a reverse lunge with a step-up, in that the front leg fully extends and the rear leg flexes up in front of the body. It targets a wide range of muscles in the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in any lower-body workout, or in a fat-loss or athleticism-focused circuit."
In-out jump squat,"The in-out jump squat is a bodyweight squat variation that alternates wide and narrow jump squats. It targets the lower-body muscles, including the quads, glutes, adductors, and hamstrings, and also provides a serious cardiovascular challenge. It can be performed for time or reps and is especially effective in a fat-loss or athleticism-focused circuit or workout.",Plyometrics,Quadriceps,Body Only,Intermediate,"In-out jump squat The in-out jump squat is a bodyweight squat variation that alternates wide and narrow jump squats. It targets the lower-body muscles, including the quads, glutes, adductors, and hamstrings, and also provides a serious cardiovascular challenge. It can be performed for time or reps and is especially effective in a fat-loss or athleticism-focused circuit or workout."
Gorilla squat,"The gorilla squat is a bodyweight sequence that combines two reverse lunges and a bodyweight squat. It could also be performed with dumbbells, kettlebells, or other weights. It targets most of the muscles of the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in the lower-body portion of any workout.",Plyometrics,Quadriceps,Body Only,Intermediate,"Gorilla squat The gorilla squat is a bodyweight sequence that combines two reverse lunges and a bodyweight squat. It could also be performed with dumbbells, kettlebells, or other weights. It targets most of the muscles of the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in the lower-body portion of any workout."
Burpee tuck jump,The burpee tuck jump is an explosive version of the burpee exercise that adds a tuck jump to the top of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.,Plyometrics,Quadriceps,Body Only,Intermediate,Burpee tuck jump The burpee tuck jump is an explosive version of the burpee exercise that adds a tuck jump to the top of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.
Speed skater,"The speed skater is an explosive version of the lateral lunge that involves jumping from side to side and landing on a single leg, then touching the ground. It challenges the lower-body muscles, including the quads, hips, and glutes, and the cardiovascular system, while training lateral movement.",Plyometrics,Quadriceps,Body Only,Intermediate,"Speed skater The speed skater is an explosive version of the lateral lunge that involves jumping from side to side and landing on a single leg, then touching the ground. It challenges the lower-body muscles, including the quads, hips, and glutes, and the cardiovascular system, while training lateral movement."
Jumping knee up-down,"The jumping knee up-down is an explosive bodyweight movement that consists of a knee up-down followed by a jump squat. It targets the muscles of the lower body, including the quads, glutes, and hamstrings, but is also a challenging power and conditioning exercise.",Plyometrics,Quadriceps,Body Only,Intermediate,"Jumping knee up-down The jumping knee up-down is an explosive bodyweight movement that consists of a knee up-down followed by a jump squat. It targets the muscles of the lower body, including the quads, glutes, and hamstrings, but is also a challenging power and conditioning exercise."
Jump Lunge To Feet Jack,The jump lunge to feet jack is a complex cardiovascular and lower-body exercise. Blending a plyometric lunge with jumping jack footwork heavily taxes the quads and total-body coordination. It is usually performed for time in metabolic workouts.,Plyometrics,Quadriceps,Body Only,Intermediate,Jump Lunge To Feet Jack The jump lunge to feet jack is a complex cardiovascular and lower-body exercise. Blending a plyometric lunge with jumping jack footwork heavily taxes the quads and total-body coordination. It is usually performed for time in metabolic workouts.
Reverse Lunge Rotation,The reverse lunge rotation is a core and lower-body exercise. Stepping backward into a lunge and twisting the torso heavily engages the obliques and challenges unilateral balance. It is usually performed for moderate reps in functional routines.,Strength,Quadriceps,Body Only,Intermediate,Reverse Lunge Rotation The reverse lunge rotation is a core and lower-body exercise. Stepping backward into a lunge and twisting the torso heavily engages the obliques and challenges unilateral balance. It is usually performed for moderate reps in functional routines.
Alternating standing knee-pull stretch,"The alternating standing knee-pull stretch targets range of motion in the hips, hamstrings, and lower back. It's a common movement in dynamic warm-ups for athletics or lower-body training, but can also be used to ""limber up"" for activity anytime.",Stretching,Quadriceps,Body Only,Intermediate,"Alternating standing knee-pull stretch The alternating standing knee-pull stretch targets range of motion in the hips, hamstrings, and lower back. It's a common movement in dynamic warm-ups for athletics or lower-body training, but can also be used to ""limber up"" for activity anytime."
Seal jack,"The seal jack is a variation on the jumping jack, one the most common calisthenic exercises on the planet. The difference between this movement and the jumping jack has to do with the arm motion. Instead of the arms coming together overhead, they come together in front of the body, like a seal clapping its fins.",Strength,Quadriceps,Body Only,Intermediate,"Seal jack The seal jack is a variation on the jumping jack, one the most common calisthenic exercises on the planet. The difference between this movement and the jumping jack has to do with the arm motion. Instead of the arms coming together overhead, they come together in front of the body, like a seal clapping its fins."
Kneeling quad thoracic stretch,"The kneeling quad thoracic stretch is a stretch targeting greater range of motion in your thoracic spine. It is commonly included in dynamic warm-ups or cool-downs, but can also be performed as full-body mobility work any time.",Strength,Quadriceps,Body Only,Intermediate,"Kneeling quad thoracic stretch The kneeling quad thoracic stretch is a stretch targeting greater range of motion in your thoracic spine. It is commonly included in dynamic warm-ups or cool-downs, but can also be performed as full-body mobility work any time."
Single-Leg Squat With Knee Tap,"The single-leg knee-tap squat is a single-leg squat variation that involves “floating” the back leg over the ground on the descent until touching just the knee to the ground or a pad. It is similar to a lunge, but without touching the back foot to the ground. It is an intense strength and coordination challenge that can work in any strength- or athleticism-focused workout.",Strength,Quadriceps,Body Only,Expert,"Single-Leg Squat With Knee Tap The single-leg knee-tap squat is a single-leg squat variation that involves “floating” the back leg over the ground on the descent until touching just the knee to the ground or a pad. It is similar to a lunge, but without touching the back foot to the ground. It is an intense strength and coordination challenge that can work in any strength- or athleticism-focused workout."
Shuttle run,"The shuttle run is an athletic conditioning drill that’s great for developing speed and power, as well as changing direction. It’s a favorite of football and basketball players, but it can also be great conditioning work for lifters and athletes of all ability levels.",Cardio,Quadriceps,Body Only,Intermediate,"Shuttle run The shuttle run is an athletic conditioning drill that’s great for developing speed and power, as well as changing direction. It’s a favorite of football and basketball players, but it can also be great conditioning work for lifters and athletes of all ability levels."
